"activity_label" "subject_id" "variable" "avg"
"65" "WALKING" 1 "tBodyGyroJerk-std()-X" -0.207421854757895
"66" "WALKING" 1 "tBodyGyroJerk-std()-Y" -0.304468510631579
"67" "WALKING" 1 "tBodyGyroJerk-std()-Z" -0.404255452631579
"68" "WALKING" 1 "tBodyGyroJerkMag-mean()" -0.298703679084211
"69" "WALKING" 1 "tBodyGyroJerkMag-std()" -0.325324878894737
"70" "WALKING" 1 "tBodyGyroMag-mean()" -0.160979552536842
"71" "WALKING" 1 "tBodyGyroMag-std()" -0.186978364526316
"72" "WALKING" 1 "tGravityAcc-mean()-X" 0.935223201473684
"73" "WALKING" 1 "tGravityAcc-mean()-Y" -0.282165021263158
"74" "WALKING" 1 "tGravityAcc-mean()-Z" -0.068102864
"75" "WALKING" 1 "tGravityAcc-std()-X" -0.976609642526316
"76" "WALKING" 1 "tGravityAcc-std()-Y" -0.971305961473684
"77" "WALKING" 1 "tGravityAcc-std()-Z" -0.947717226105263
"78" "WALKING" 1 "tGravityAccMag-mean()" -0.136971176556842
"79" "WALKING" 1 "tGravityAccMag-std()" -0.219688645631579
"80" "WALKING" 2 "fBodyAcc-mean()-X" -0.346048161016949
"81" "WALKING" 2 "fBodyAcc-mean()-Y" -0.0219048103322034
"82" "WALKING" 2 "fBodyAcc-mean()-Z" -0.453806369830508
"83" "WALKING" 2 "fBodyAcc-meanFreq()-X" -0.14579548970339
"84" "WALKING" 2 "fBodyAcc-meanFreq()-Y" 0.198586466508475
"85" "WALKING" 2 "fBodyAcc-meanFreq()-Z" 0.0688995208186441
"86" "WALKING" 2 "fBodyAcc-std()-X" -0.457651383728814
"87" "WALKING" 2 "fBodyAcc-std()-Y" -0.16921968620339
"88" "WALKING" 2 "fBodyAcc-std()-Z" -0.455222146440678
"89" "WALKING" 2 "fBodyAccJerk-mean()-X" -0.304615322881356
"90" "WALKING" 2 "fBodyAccJerk-mean()-Y" -0.0787640836610169
"91" "WALKING" 2 "fBodyAccJerk-mean()-Z" -0.554956709661017
"92" "WALKING" 2 "fBodyAccJerk-meanFreq()-X" -0.0727101584479661
"93" "WALKING" 2 "fBodyAccJerk-meanFreq()-Y" -0.263574018186441
"94" "WALKING" 2 "fBodyAccJerk-meanFreq()-Z" -0.254846438755932
"95" "WALKING" 2 "fBodyAccJerk-std()-X" -0.31431306340678
"96" "WALKING" 2 "fBodyAccJerk-std()-Y" -0.0153329520084746
"97" "WALKING" 2 "fBodyAccJerk-std()-Z" -0.615898188474576
"98" "WALKING" 2 "fBodyAccMag-mean()" -0.324289427932203
"99" "WALKING" 2 "fBodyAccMag-meanFreq()" 0.393206208305085
"100" "WALKING" 2 "fBodyAccMag-std()" -0.577105211694915
"101" "WALKING" 2 "fBodyBodyAccJerkMag-mean()" -0.169064352813559
"102" "WALKING" 2 "fBodyBodyAccJerkMag-meanFreq()" 0.20750092670339
"103" "WALKING" 2 "fBodyBodyAccJerkMag-std()" -0.164091969449153
"104" "WALKING" 2 "fBodyBodyGyroJerkMag-mean()" -0.583249293389831
"105" "WALKING" 2 "fBodyBodyGyroJerkMag-meanFreq()" 0.126344614439492
"106" "WALKING" 2 "fBodyBodyGyroJerkMag-std()" -0.558104554745763
"107" "WALKING" 2 "fBodyBodyGyroMag-mean()" -0.530704814745763
"108" "WALKING" 2 "fBodyBodyGyroMag-meanFreq()" 0.305283825254237
"109" "WALKING" 2 "fBodyBodyGyroMag-std()" -0.651792839661017
"110" "WALKING" 2 "fBodyGyro-mean()-X" -0.429713536101695
"111" "WALKING" 2 "fBodyGyro-mean()-Y" -0.55477211220339
"112" "WALKING" 2 "fBodyGyro-mean()-Z" -0.396659907457627
"113" "WALKING" 2 "fBodyGyro-meanFreq()-X" 0.00727967988474576
"114" "WALKING" 2 "fBodyGyro-meanFreq()-Y" -0.0427009322372881
"115" "WALKING" 2 "fBodyGyro-meanFreq()-Z" 0.139752115269492
"116" "WALKING" 2 "fBodyGyro-std()-X" -0.604053019152542
"117" "WALKING" 2 "fBodyGyro-std()-Y" -0.533046952542373
"118" "WALKING" 2 "fBodyGyro-std()-Z" -0.559856635084746
"119" "WALKING" 2 "tBodyAcc-mean()-X" 0.276426586440678
"120" "WALKING" 2 "tBodyAcc-mean()-Y" -0.0185949199145763
"121" "WALKING" 2 "tBodyAcc-mean()-Z" -0.105500357966102
"122" "WALKING" 2 "tBodyAcc-std()-X" -0.423642838474576
"123" "WALKING" 2 "tBodyAcc-std()-Y" -0.0780912533118644
"124" "WALKING" 2 "tBodyAcc-std()-Z" -0.425257524915254
"125" "WALKING" 2 "tBodyAccJerk-mean()-X" 0.0618080696279661
"126" "WALKING" 2 "tBodyAccJerk-mean()-Y" 0.0182492679288136
"127" "WALKING" 2 "tBodyAccJerk-mean()-Z" 0.00789533706610169
"128" "WALKING" 2 "tBodyAccJerk-std()-X" -0.277530462620339
"129" "WALKING" 2 "tBodyAccJerk-std()-Y" -0.0166022362847458
"130" "WALKING" 2 "tBodyAccJerk-std()-Z" -0.586090418983051
"131" "WALKING" 2 "tBodyAccJerkMag-mean()" -0.281424153881356
"132" "WALKING" 2 "tBodyAccJerkMag-std()" -0.164150985127119
"133" "WALKING" 2 "tBodyAccMag-mean()" -0.290407593728814
"134" "WALKING" 2 "tBodyAccMag-std()" -0.422544169322034
"135" "WALKING" 2 "tBodyGyro-mean()-X" -0.0530258157347458
"136" "WALKING" 2 "tBodyGyro-mean()-Y" -0.0482382316949153
"137" "WALKING" 2 "tBodyGyro-mean()-Z" 0.0828336633220339
"138" "WALKING" 2 "tBodyGyro-std()-X" -0.561550255762712
"139" "WALKING" 2 "tBodyGyro-std()-Y" -0.53845366779661
"140" "WALKING" 2 "tBodyGyro-std()-Z" -0.481085535084746
"141" "WALKING" 2 "tBodyGyroJerk-mean()-X" -0.0818833429152542
"142" "WALKING" 2 "tBodyGyroJerk-mean()-Y" -0.0538299449067797
"143" "WALKING" 2 "tBodyGyroJerk-mean()-Z" -0.0514939156830508
"144" "WALKING" 2 "tBodyGyroJerk-std()-X" -0.389549831525424
"145" "WALKING" 2 "tBodyGyroJerk-std()-Y" -0.634140436101695
"146" "WALKING" 2 "tBodyGyroJerk-std()-Z" -0.435492677288136
"147" "WALKING" 2 "tBodyGyroJerkMag-mean()" -0.547911950338983
"148" "WALKING" 2 "tBodyGyroJerkMag-std()" -0.557798151355932
"149" "WALKING" 2 "tBodyGyroMag-mean()" -0.446549092881356
"150" "WALKING" 2 "tBodyGyroMag-std()" -0.553019916271186
"151" "WALKING" 2 "tGravityAcc-mean()-X" 0.91301733338983
"152" "WALKING" 2 "tGravityAcc-mean()-Y" -0.34660709
"153" "WALKING" 2 "tGravityAcc-mean()-Z" 0.0847270871186441
"154" "WALKING" 2 "tGravityAcc-std()-X" -0.972693201355932
"155" "WALKING" 2 "tGravityAcc-std()-Y" -0.972116879661017
"156" "WALKING" 2 "tGravityAcc-std()-Z" -0.972072847627119
"157" "WALKING" 2 "tGravityAccMag-mean()" -0.290407593728814
"158" "WALKING" 2 "tGravityAccMag-std()" -0.422544169322034
"159" "WALKING" 3 "fBodyAcc-mean()-X" -0.316614011689655
"160" "WALKING" 3 "fBodyAcc-mean()-Y" -0.0813024353275862
"161" "WALKING" 3 "fBodyAcc-mean()-Z" -0.412374074482759
"162" "WALKING" 3 "fBodyAcc-meanFreq()-X" -0.246614196618966
"163" "WALKING" 3 "fBodyAcc-meanFreq()-Y" 0.171743003017241
"164" "WALKING" 3 "fBodyAcc-meanFreq()-Z" 0.0748536557377586
"165" "WALKING" 3 "fBodyAcc-std()-X" -0.379276781206897
"166" "WALKING" 3 "fBodyAcc-std()-Y" -0.124030832001724
"167" "WALKING" 3 "fBodyAcc-std()-Z" -0.422998473965517
"168" "WALKING" 3 "fBodyAccJerk-mean()-X" -0.304694442551724
"169" "WALKING" 3 "fBodyAccJerk-mean()-Y" -0.140508590224138
"170" "WALKING" 3 "fBodyAccJerk-mean()-Z" -0.514137255344828
"171" "WALKING" 3 "fBodyAccJerk-meanFreq()-X" -0.216042668103448
"172" "WALKING" 3 "fBodyAccJerk-meanFreq()-Y" -0.258667984862069
"173" "WALKING" 3 "fBodyAccJerk-meanFreq()-Z" -0.346946648103448
"174" "WALKING" 3 "fBodyAccJerk-std()-X" -0.296596633103448
"175" "WALKING" 3 "fBodyAccJerk-std()-Y" -0.00561498755362069
"176" "WALKING" 3 "fBodyAccJerk-std()-Z" -0.543529108103448
"177" "WALKING" 3 "fBodyAccMag-mean()" -0.290031535172414
"178" "WALKING" 3 "fBodyAccMag-meanFreq()" 0.113494312836207
"179" "WALKING" 3 "fBodyAccMag-std()" -0.456373080862069
"180" "WALKING" 3 "fBodyBodyAccJerkMag-mean()" -0.186764516965517
"181" "WALKING" 3 "fBodyBodyAccJerkMag-meanFreq()" -0.11716398312069
"182" "WALKING" 3 "fBodyBodyAccJerkMag-std()" -0.0898519904044828
"183" "WALKING" 3 "fBodyBodyGyroJerkMag-mean()" -0.607751646034483
"184" "WALKING" 3 "fBodyBodyGyroJerkMag-meanFreq()" 0.0457622957586207
"185" "WALKING" 3 "fBodyBodyGyroJerkMag-std()" -0.549087007931034
"186" "WALKING" 3 "fBodyBodyGyroMag-mean()" -0.569755772241379
"187" "WALKING" 3 "fBodyBodyGyroMag-meanFreq()" 0.180946463034483
"188" "WALKING" 3 "fBodyBodyGyroMag-std()" -0.632643292931034
"189" "WALKING" 3 "fBodyGyro-mean()-X" -0.437845763793103
"190" "WALKING" 3 "fBodyGyro-mean()-Y" -0.561526265344828
"191" "WALKING" 3 "fBodyGyro-mean()-Z" -0.418126217413793
"192" "WALKING" 3 "fBodyGyro-meanFreq()-X" 0.0337596901293103
"193" "WALKING" 3 "fBodyGyro-meanFreq()-Y" -0.0379896505362069
"194" "WALKING" 3 "fBodyGyro-meanFreq()-Z" -0.0445079738913793
"195" "WALKING" 3 "fBodyGyro-std()-X" -0.615121369827586
"196" "WALKING" 3 "fBodyGyro-std()-Y" -0.568888673448276
"197" "WALKING" 3 "fBodyGyro-std()-Z" -0.545896388103448
"198" "WALKING" 3 "tBodyAcc-mean()-X" 0.275567462068966
"199" "WALKING" 3 "tBodyAcc-mean()-Y" -0.0171767844203448
"200" "WALKING" 3 "tBodyAcc-mean()-Z" -0.112674859827586
"201" "WALKING" 3 "tBodyAcc-std()-X" -0.360356726034483
"202" "WALKING" 3 "tBodyAcc-std()-Y" -0.0699140652103448
"203" "WALKING" 3 "tBodyAcc-std()-Z" -0.387411994310345
"204" "WALKING" 3 "tBodyAccJerk-mean()-X" 0.0814745882660345
"205" "WALKING" 3 "tBodyAccJerk-mean()-Y" 0.0100591485
"206" "WALKING" 3 "tBodyAccJerk-mean()-Z" -0.00562264594827586
"207" "WALKING" 3 "tBodyAccJerk-std()-X" -0.26867964387931
"208" "WALKING" 3 "tBodyAccJerk-std()-Y" -0.0449619594258621
"209" "WALKING" 3 "tBodyAccJerk-std()-Z" -0.52948611637931
"210" "WALKING" 3 "tBodyAccJerkMag-mean()" -0.280009317413793
"211" "WALKING" 3 "tBodyAccJerkMag-std()" -0.139916355325862
"212" "WALKING" 3 "tBodyAccMag-mean()" -0.254690333275862
"213" "WALKING" 3 "tBodyAccMag-std()" -0.328428936551724
"214" "WALKING" 3 "tBodyGyro-mean()-X" -0.0256405192517241
"215" "WALKING" 3 "tBodyGyro-mean()-Y" -0.0779150937413793
"216" "WALKING" 3 "tBodyGyro-mean()-Z" 0.0813485942827586
"217" "WALKING" 3 "tBodyGyro-std()-X" -0.571869560172414
"218" "WALKING" 3 "tBodyGyro-std()-Y" -0.563793260172414
"219" "WALKING" 3 "tBodyGyro-std()-Z" -0.476696411551724
"220" "WALKING" 3 "tBodyGyroJerk-mean()-X" -0.0952398165017241
"221" "WALKING" 3 "tBodyGyroJerk-mean()-Y" -0.0387874651724138
"222" "WALKING" 3 "tBodyGyroJerk-mean()-Z" -0.0503616100815517
"223" "WALKING" 3 "tBodyGyroJerk-std()-X" -0.385922986034483
"224" "WALKING" 3 "tBodyGyroJerk-std()-Y" -0.639087984137931
"225" "WALKING" 3 "tBodyGyroJerk-std()-Z" -0.536664080344828
"226" "WALKING" 3 "tBodyGyroJerkMag-mean()" -0.566135217931034
"227" "WALKING" 3 "tBodyGyroJerkMag-std()" -0.567371560862069
"228" "WALKING" 3 "tBodyGyroMag-mean()" -0.466411754137931
"229" "WALKING" 3 "tBodyGyroMag-std()" -0.561510683275862
"230" "WALKING" 3 "tGravityAcc-mean()-X" 0.936506743275862
"231" "WALKING" 3 "tGravityAcc-mean()-Y" -0.261986357931034
"232" "WALKING" 3 "tGravityAcc-mean()-Z" -0.138107866258621
"233" "WALKING" 3 "tGravityAcc-std()-X" -0.97777159137931
"234" "WALKING" 3 "tGravityAcc-std()-Y" -0.962355639482759
"235" "WALKING" 3 "tGravityAcc-std()-Z" -0.952091795
"236" "WALKING" 3 "tGravityAccMag-mean()" -0.254690333275862
"237" "WALKING" 3 "tGravityAccMag-std()" -0.328428936551724
"238" "WALKING" 4 "fBodyAcc-mean()-X" -0.426719449666667
"239" "WALKING" 4 "fBodyAcc-mean()-Y" -0.14939963344
"240" "WALKING" 4 "fBodyAcc-mean()-Z" -0.631005470833333
"241" "WALKING" 4 "fBodyAcc-meanFreq()-X" -0.13859163673
"242" "WALKING" 4 "fBodyAcc-meanFreq()-Y" 0.0123477342916667
"243" "WALKING" 4 "fBodyAcc-meanFreq()-Z" -0.0787892636928333
"244" "WALKING" 4 "fBodyAcc-std()-X" -0.447234929666667
"245" "WALKING" 4 "fBodyAcc-std()-Y" -0.101799450565167
"246" "WALKING" 4 "fBodyAcc-std()-Z" -0.594198325666667
"247" "WALKING" 4 "fBodyAccJerk-mean()-X" -0.358883413666667
"248" "WALKING" 4 "fBodyAccJerk-mean()-Y" -0.279553391533333
"249" "WALKING" 4 "fBodyAccJerk-mean()-Z" -0.728991595666667
"250" "WALKING" 4 "fBodyAccJerk-meanFreq()-X" -0.1352803947515
"251" "WALKING" 4 "fBodyAccJerk-meanFreq()-Y" -0.385880862833333
"252" "WALKING" 4 "fBodyAccJerk-meanFreq()-Z" -0.325737503675
"253" "WALKING" 4 "fBodyAccJerk-std()-X" -0.29732607245
"254" "WALKING" 4 "fBodyAccJerk-std()-Y" -0.2099000063
"255" "WALKING" 4 "fBodyAccJerk-std()-Z" -0.772359087333333
"256" "WALKING" 4 "fBodyAccMag-mean()" -0.450804558333333
"257" "WALKING" 4 "fBodyAccMag-meanFreq()" 0.382096409966667
"258" "WALKING" 4 "fBodyAccMag-std()" -0.651172628166667
"259" "WALKING" 4 "fBodyBodyAccJerkMag-mean()" -0.318587811
"260" "WALKING" 4 "fBodyBodyAccJerkMag-meanFreq()" 0.111486484954333
"261" "WALKING" 4 "fBodyBodyAccJerkMag-std()" -0.320458701
"262" "WALKING" 4 "fBodyBodyGyroJerkMag-mean()" -0.724327420666667
"263" "WALKING" 4 "fBodyBodyGyroJerkMag-meanFreq()" 0.26535537398
"264" "WALKING" 4 "fBodyBodyGyroJerkMag-std()" -0.757768081166667
"265" "WALKING" 4 "fBodyBodyGyroMag-mean()" -0.609285588016667
"266" "WALKING" 4 "fBodyBodyGyroMag-meanFreq()" 0.0697301245295
"267" "WALKING" 4 "fBodyBodyGyroMag-std()" -0.593937200833333
"268" "WALKING" 4 "fBodyGyro-mean()-X" -0.373384540666667
"269" "WALKING" 4 "fBodyGyro-mean()-Y" -0.688460056666667
"270" "WALKING" 4 "fBodyGyro-mean()-Z" -0.601381129166667
"271" "WALKING" 4 "fBodyGyro-meanFreq()-X" -0.12715408578
"272" "WALKING" 4 "fBodyGyro-meanFreq()-Y" -0.27466563765
"273" "WALKING" 4 "fBodyGyro-meanFreq()-Z" 0.149851534733333
"274" "WALKING" 4 "fBodyGyro-std()-X" -0.542646759
"275" "WALKING" 4 "fBodyGyro-std()-Y" -0.654657770166667
"276" "WALKING" 4 "fBodyGyro-std()-Z" -0.716458475166667
"277" "WALKING" 4 "tBodyAcc-mean()-X" 0.278582015166667
"278" "WALKING" 4 "tBodyAcc-mean()-Y" -0.0148399475341667
"279" "WALKING" 4 "tBodyAcc-mean()-Z" -0.11140306485
"280" "WALKING" 4 "tBodyAcc-std()-X" -0.440829971333333
"281" "WALKING" 4 "tBodyAcc-std()-Y" -0.0788267367683333
"282" "WALKING" 4 "tBodyAcc-std()-Z" -0.586252806833333
"283" "WALKING" 4 "tBodyAccJerk-mean()-X" 0.0783529082183333
"284" "WALKING" 4 "tBodyAccJerk-mean()-Y" 0.00295602428666667
"285" "WALKING" 4 "tBodyAccJerk-mean()-Z" -0.000767679338333334
"286" "WALKING" 4 "tBodyAccJerk-std()-X" -0.297042612533333
"287" "WALKING" 4 "tBodyAccJerk-std()-Y" -0.221165131581667
"288" "WALKING" 4 "tBodyAccJerk-std()-Z" -0.7513913825
"289" "WALKING" 4 "tBodyAccJerkMag-mean()" -0.366700879833333
"290" "WALKING" 4 "tBodyAccJerkMag-std()" -0.316918956
"291" "WALKING" 4 "tBodyAccMag-mean()" -0.312050574166667
"292" "WALKING" 4 "tBodyAccMag-std()" -0.527679103166667
"293" "WALKING" 4 "tBodyGyro-mean()-X" -0.0317982557795
"294" "WALKING" 4 "tBodyGyro-mean()-Y" -0.0726905278583333
"295" "WALKING" 4 "tBodyGyro-mean()-Z" 0.0805677161216667
"296" "WALKING" 4 "tBodyGyro-std()-X" -0.500916659
"297" "WALKING" 4 "tBodyGyro-std()-Y" -0.665394092833333
"298" "WALKING" 4 "tBodyGyro-std()-Z" -0.662608226
"299" "WALKING" 4 "tBodyGyroJerk-mean()-X" -0.115321556475
"300" "WALKING" 4 "tBodyGyroJerk-mean()-Y" -0.0393474489133333
"301" "WALKING" 4 "tBodyGyroJerk-mean()-Z" -0.0551166852766667
"302" "WALKING" 4 "tBodyGyroJerk-std()-X" -0.492341066833333
"303" "WALKING" 4 "tBodyGyroJerk-std()-Y" -0.807419937
"304" "WALKING" 4 "tBodyGyroJerk-std()-Z" -0.640454132833333
"305" "WALKING" 4 "tBodyGyroJerkMag-mean()" -0.6813040365
"306" "WALKING" 4 "tBodyGyroJerkMag-std()" -0.7301463685
"307" "WALKING" 4 "tBodyGyroMag-mean()" -0.49779220106
"308" "WALKING" 4 "tBodyGyroMag-std()" -0.553116111166667
"309" "WALKING" 4 "tGravityAcc-mean()-X" 0.963999696833333
"310" "WALKING" 4 "tGravityAcc-mean()-Y" -0.0858540265666667
"311" "WALKING" 4 "tGravityAcc-mean()-Z" 0.127764112666667
"312" "WALKING" 4 "tGravityAcc-std()-X" -0.983826494833333
"313" "WALKING" 4 "tGravityAcc-std()-Y" -0.967963221
"314" "WALKING" 4 "tGravityAcc-std()-Z" -0.962968112
"315" "WALKING" 4 "tGravityAccMag-mean()" -0.312050574166667
"316" "WALKING" 4 "tGravityAccMag-std()" -0.527679103166667
"317" "WALKING" 5 "fBodyAcc-mean()-X" -0.287782607410714
"318" "WALKING" 5 "fBodyAcc-mean()-Y" 0.00946037755178572
"319" "WALKING" 5 "fBodyAcc-mean()-Z" -0.490251090714286
"320" "WALKING" 5 "fBodyAcc-meanFreq()-X" -0.322382010942857
"321" "WALKING" 5 "fBodyAcc-meanFreq()-Y" -0.00204051097321429
"322" "WALKING" 5 "fBodyAcc-meanFreq()-Z" 0.0247389728696429
"323" "WALKING" 5 "fBodyAcc-std()-X" -0.297517355196429
"324" "WALKING" 5 "fBodyAcc-std()-Y" 0.0426026830839286
"325" "WALKING" 5 "fBodyAcc-std()-Z" -0.483059957321429
"326" "WALKING" 5 "fBodyAccJerk-mean()-X" -0.344954806428571
"327" "WALKING" 5 "fBodyAccJerk-mean()-Y" -0.181055554206071
"328" "WALKING" 5 "fBodyAccJerk-mean()-Z" -0.590496615535714
"329" "WALKING" 5 "fBodyAccJerk-meanFreq()-X" -0.359372577678571
"330" "WALKING" 5 "fBodyAccJerk-meanFreq()-Y" -0.534049822678571
"331" "WALKING" 5 "fBodyAccJerk-meanFreq()-Z" -0.3441509245
"332" "WALKING" 5 "fBodyAccJerk-std()-X" -0.3213903195
"333" "WALKING" 5 "fBodyAccJerk-std()-Y" -0.0545213604089286
"334" "WALKING" 5 "fBodyAccJerk-std()-Z" -0.633429995714286
"335" "WALKING" 5 "fBodyAccMag-mean()" -0.304992488892857
"336" "WALKING" 5 "fBodyAccMag-meanFreq()" 0.149852522225
"337" "WALKING" 5 "fBodyAccMag-std()" -0.519636926071429
"338" "WALKING" 5 "fBodyBodyAccJerkMag-mean()" -0.269481661080357
"339" "WALKING" 5 "fBodyBodyAccJerkMag-meanFreq()" -0.00497287788214286
"340" "WALKING" 5 "fBodyBodyAccJerkMag-std()" -0.305685376071429
"341" "WALKING" 5 "fBodyBodyGyroJerkMag-mean()" -0.548053574821429
"342" "WALKING" 5 "fBodyBodyGyroJerkMag-meanFreq()" 0.0527330125375
"343" "WALKING" 5 "fBodyBodyGyroJerkMag-std()" -0.455665300892857
"344" "WALKING" 5 "fBodyBodyGyroMag-mean()" -0.484262828928571
"345" "WALKING" 5 "fBodyBodyGyroMag-meanFreq()" 0.250620609769643
"346" "WALKING" 5 "fBodyBodyGyroMag-std()" -0.589741506785714
"347" "WALKING" 5 "fBodyGyro-mean()-X" -0.372668749642857
"348" "WALKING" 5 "fBodyGyro-mean()-Y" -0.513951718392857
"349" "WALKING" 5 "fBodyGyro-mean()-Z" -0.213127031035714
"350" "WALKING" 5 "fBodyGyro-meanFreq()-X" -0.0458601936214286
"351" "WALKING" 5 "fBodyGyro-meanFreq()-Y" -0.0191860123089286
"352" "WALKING" 5 "fBodyGyro-meanFreq()-Z" 0.167457819108929
"353" "WALKING" 5 "fBodyGyro-std()-X" -0.529392790178571
"354" "WALKING" 5 "fBodyGyro-std()-Y" -0.502683380535714
"355" "WALKING" 5 "fBodyGyro-std()-Z" -0.420367075178571
"356" "WALKING" 5 "tBodyAcc-mean()-X" 0.27784234625
"357" "WALKING" 5 "tBodyAcc-mean()-Y" -0.0172850317482679
"358" "WALKING" 5 "tBodyAcc-mean()-Z" -0.107741776464286
"359" "WALKING" 5 "tBodyAcc-std()-X" -0.294098534232143
"360" "WALKING" 5 "tBodyAcc-std()-Y" 0.0767484028053571
"361" "WALKING" 5 "tBodyAcc-std()-Z" -0.45702143625
"362" "WALKING" 5 "tBodyAccJerk-mean()-X" 0.0845888833571429
"363" "WALKING" 5 "tBodyAccJerk-mean()-Y" -0.0163194101232143
"364" "WALKING" 5 "tBodyAccJerk-mean()-Z" 8.32159351785732e-05
"365" "WALKING" 5 "tBodyAccJerk-std()-X" -0.302891024625
"366" "WALKING" 5 "tBodyAccJerk-std()-Y" -0.0910397428607143
"367" "WALKING" 5 "tBodyAccJerk-std()-Z" -0.612895318571429
"368" "WALKING" 5 "tBodyAccJerkMag-mean()" -0.288333024071429
